
"IDCOTIZA","IDCLTE","FECHA","STATUS","VALOR_USD","VALOR_MXP","IDUSRELAB","IDUSRVEND","CDMESS","OV","PO","DESCRIPCION","FECHAOV","ID_SOLICITUD","FECHA_ELABORA_SOLICITUD","FECHA_ASIGNACION_SOLICITUD","IDCONTACTO","id","CANT","PROYECTO","MARCA","MOCELO","SERIE"
"14761-2022","604","2022-12-09 12:28:35","Ganadas","60.996686","1200.0000000000","15","174","L2-87","7671-2022","PO ABIERTA","Calibración de micrómetro exteriores de 0 mm hasta 25.4 mm. Servicio con acreditación ema. Incertidumbre mínima declarada U = ± (0.85 + 0.016*L), L en mm.","2022-12-09 12:29:13","MESS-CT-14761-2022","2023-01-02 14:11:18","2023-01-02 14:11:18","-","81496","3","0","-","-","-"
"14761-2022","604","2022-12-09 12:28:35","Ganadas","676.491369","13308.7500000000","15","174","L15-1","7671-2022","PO ABIERTA","Calibración/Medición de Equipo por Contratación Externa (Calibración/Medición de Equipo por Contratación Externa)","2022-12-09 12:29:13","MESS-CT-14761-2022","2023-01-02 14:11:18","2023-01-02 14:11:18","-","81496","3","0","-","-","-"
"21-2023","258","2023-01-02 14:13:46","Canceladas","17183.000000","334578.7845000000","230","171","P27-139","SIN OV","SIN PO","AbrasiMet M (200-240 VAC, 50/60Hz)","","MESS-CT-21-2023","2023-01-02 14:13:46","2023-01-02 14:13:46","-","82039","1","56529","-","-","-"
"21-2023","258","2023-01-02 14:13:46","Canceladas","4447.000000","86589.7605000000","230","171","P27-364","SIN OV","SIN PO","Advanced AB M Recirc System (70L,200V, 50/60Hz)","","MESS-CT-21-2023","2023-01-02 14:13:46","2023-01-02 14:13:46","-","82039","1","56529","-","-","-"
"21-2023","258","2023-01-02 14:13:46","Canceladas","1681.000000","32731.5915000000","230","171","P29-1101","SIN OV","SIN PO","Sliding Vise Kit, Medium, Left (12mm)","","MESS-CT-21-2023","2023-01-02 14:13:46","2023-01-02 14:13:46","-","82039","1","56529","-","-","-"
"21-2023","258","2023-01-02 14:13:46","Canceladas","1681.000000","32731.5915000000","230","171","P29-1102","SIN OV","SIN PO","Sliding Vise Kit, Medium, Right (12mm)","","MESS-CT-21-2023","2023-01-02 14:13:46","2023-01-02 14:13:46","-","82039","1","56529","-","-","-"
"21-2023","258","2023-01-02 14:13:46","Canceladas","1418.000000","27610.5870000000","230","171","P27-424","SIN OV","SIN PO","PM Kit Abrasimet M","","MESS-CT-21-2023","2023-01-02 14:13:46","2023-01-02 14:13:46","-","82039","1","56529","-","-","-"
"21-2023","258","2023-01-02 14:13:46","Canceladas","500.000000","9735.7500000000","230","171","S16-1","SIN OV","SIN PO","Mantenimiento a equipo metalografico","","MESS-CT-21-2023","2023-01-02 14:13:46","2023-01-02 14:13:46","-","82039","1","56529","-","-","-"
"22-2023","5783","2023-01-02 14:17:06","Ganadas","61.628534","1200.0000000000","365","363","LDISL-4","230-2023","COMPROBANTE DE PAGO","Calibración de Nivel de precisión (burbuja) de Longitud de apoyo 0 a 500 mm, resolución: 0.01 mm/m. Servicio con Acreditación EMA. Metodo: Comparación Directa. Ver incertidumbre en tabla CMC D-97-S1.","2023-01-13 11:04:48","MESS-SCT-9-2023","2023-01-02 12:45:01","2023-01-02 13:11:12","-","82040","1","58065","StiefelMayer","Sin referencia","32487"
"22-2023","5783","2023-01-02 14:17:06","Ganadas","61.628534","1200.0000000000","365","363","LDISL-4","230-2023","COMPROBANTE DE PAGO","Calibración de Nivel de precisión (burbuja) de Longitud de apoyo 0 a 500 mm, resolución: 0.01 mm/m. Servicio con Acreditación EMA. Metodo: Comparación Directa. Ver incertidumbre en tabla CMC D-97-S1.","2023-01-13 11:04:48","MESS-SCT-9-2023","2023-01-02 12:45:01","2023-01-02 13:11:12","-","82040","1","58065","StiefelMayer","Sin referencia","32487"
"144-2022","729","2022-01-05 17:14:27","Perdidas","1758.310459","36000.0000000000","227","151","S12-32","SIN OV","SIN PO","Calibración de manómetro (PRESSURE GAUGE) (0 - 5000) psi. Con Acreditación PJLA.","","MESS-SCT-114-2022","2022-01-05 13:08:36","2022-01-05 13:51:17","-","66879","48","45248","-","-","-"
"144-2022","729","2022-01-05 17:14:27","Perdidas","97.683914","2000.0000000000","227","151","Sin registro","SIN OV","SIN PO","Viáticos","","MESS-SCT-114-2022","2022-01-05 13:08:36","2022-01-05 13:51:17","-","66879","1","45248","-","-","-"
"23-2023","3745","2023-01-02 14:22:18","Canceladas","300.182318","5845.0000000000","175","151","L1-20","SIN OV","SIN PO","Medición con requerimientos específicos. Servicio con Acreditación EMA.","","MESS-SCT-13-2023","2023-01-02 14:15:45","2023-01-02 14:19:56","-","82041","1","58070","-","-","-"
"24-2023","573","2023-01-02 14:50:05","Perdidas","354.364071","6900.0000000000","365","365","L15-1","SIN OV","SIN PO","Calibración/Medición de Equipo por Contratación Externa (Calibración/Medición de Equipo por Contratación Externa)","","MESS-SCT-18-2023","2023-01-02 14:45:57","2023-01-02 14:46:25","-","82042","3","58074","-","-","-"
"25-2023","3100","2023-01-02 15:00:14","Canceladas","624.000205","12150.2200000000","125","239","P29-96","SIN OV","SIN PO","Cool 3, 2.6 gal [10L]","","MESS-CT-25-2023","2023-01-02 15:00:14","2023-01-02 15:00:14","-","82043","1","0","-","-","-"
"25-2023","3100","2023-01-02 15:00:14","Canceladas","344.000205","6698.2000000000","125","239","P29-95","SIN OV","SIN PO","Cool 3, 1.05gal [4L] (4KG, 32 X 15 CM)","","MESS-CT-25-2023","2023-01-02 15:00:14","2023-01-02 15:00:14","-","82043","1","0","-","-","-"
"25-2023","3100","2023-01-02 15:00:14","Canceladas","126.999974","2472.8800000000","125","239","P29-94","SIN OV","SIN PO","Cool 3, 33.8oz [1L] (1KG,25 CM X 8 ANCHO)","","MESS-CT-25-2023","2023-01-02 15:00:14","2023-01-02 15:00:14","-","82043","1","0","-","-","-"
"26-2023","4185","2023-01-02 15:19:32","Ganadas","179.749891","3500.0000000000","346","151","S7-3","19-2023","5081320­2","Calibración de mesa de planitud con longitud mayor a 1210 mm hasta 1530 mm. Servicio en sitio. Servicio con acreditación ema. Calibración con Niveles electrónicos. Incertidumbre mínima declarada U = ± (1.7 + 0.0016 * L) µm, L en mm.","2023-01-03 12:10:05","MESS-SCT-12-2023","2023-01-02 14:00:22","2023-01-02 14:05:14","-","82044","1","58069","OHNISHI","Sin referencia","1800279-07"
"26-2023","4185","2023-01-02 15:19:32","Ganadas","179.749891","3500.0000000000","346","151","S7-3","19-2023","5081320­2","Calibración de mesa de planitud con longitud mayor a 1210 mm hasta 1530 mm. Servicio en sitio. Servicio con acreditación ema. Calibración con Niveles electrónicos. Incertidumbre mínima declarada U = ± (1.7 + 0.0016 * L) µm, L en mm.","2023-01-03 12:10:05","MESS-SCT-12-2023","2023-01-02 14:00:22","2023-01-02 14:05:14","-","82044","1","58069","OHNISHI","Sin referencia","1801734-7"
"26-2023","4185","2023-01-02 15:19:32","Ganadas","179.749891","3500.0000000000","346","151","S7-3","19-2023","5081320­2","Calibración de mesa de planitud con longitud mayor a 1210 mm hasta 1530 mm. Servicio en sitio. Servicio con acreditación ema. Calibración con Niveles electrónicos. Incertidumbre mínima declarada U = ± (1.7 + 0.0016 * L) µm, L en mm.","2023-01-03 12:10:05","MESS-SCT-12-2023","2023-01-02 14:00:22","2023-01-02 14:05:14","-","82044","1","58069","-","-","-"
"26-2023","4185","2023-01-02 15:19:32","Ganadas","115.553501","2250.0000000000","346","151","Sin registro","19-2023","5081320­2","Viáticos","2023-01-03 12:10:05","MESS-SCT-12-2023","2023-01-02 14:00:22","2023-01-02 14:05:14","-","82044","1","58069","-","-","-"
"27-2023","459","2023-01-02 15:32:32","Ganadas","154.071335","3000.0000000000","346","151","S7-1","253-2023","63968","Calibración de mesa de planitud con longitud mayor a 800 mm hasta 1210 mm. Servicio en sitio. Servicio con acreditación ema. Calibración con niveles electrónicos. Incertidumbre mínima declarada U = ± (1.7 + 0.0016 * L) µm, L en mm.","2023-01-16 09:45:12","MESS-SCT-17-2023","2023-01-02 14:45:14","2023-01-02 15:23:21","-","82045","1","58075","Mitutoyo","Graplate","7693"
"27-2023","459","2023-01-02 15:32:32","Ganadas","154.071335","3000.0000000000","346","151","S7-1","253-2023","63968","Calibración de mesa de planitud con longitud mayor a 800 mm hasta 1210 mm. Servicio en sitio. Servicio con acreditación ema. Calibración con niveles electrónicos. Incertidumbre mínima declarada U = ± (1.7 + 0.0016 * L) µm, L en mm.","2023-01-16 09:45:12","MESS-SCT-17-2023","2023-01-02 14:45:14","2023-01-02 15:23:21","-","82045","1","58075","STARRETT","Sin referencia","102416"
"27-2023","459","2023-01-02 15:32:32","Ganadas","205.428447","4000.0000000000","346","151","S7-4","253-2023","63968","Calibración de mesa de planitud con longitud mayor a 1530 mm hasta 2240 mm. Servicio en sitio. Servicio con acreditación ema. Calibración con Niveles electrónicos. Incertidumbre mínima declarada U = ± (1.7 + 0.0016 * L) µm, L en mm.","2023-01-16 09:45:12","MESS-SCT-17-2023","2023-01-02 14:45:14","2023-01-02 15:23:21","-","82045","1","58075","-","-","-"
"27-2023","459","2023-01-02 15:32:32","Ganadas","128.392779","2500.0000000000","346","151","Sin registro","253-2023","63968","Viáticos","2023-01-16 09:45:12","MESS-SCT-17-2023","2023-01-02 14:45:14","2023-01-02 15:23:21","-","82045","1","58075","-","-","-"
"3799-2022","339","2022-03-31 11:19:52","Canceladas","3255.000000","64654.7160000000","184","213","S1-250","SIN OV","SIN PO","Calibración de CMM Contura G2, Opción Extendida. Servicio con Acreditación EMA.","","MESS-SCT-2680-2022","2022-03-25 13:57:16","2022-03-25 15:17:55","-","70534","1","48157","-","-","-"
"28-2023","1667","2023-01-02 15:49:22","Ganadas","1197.030000","23307.9696450000","125","8","P28-507","13-2023","4500374355","400 HBW10/3000, Brinell Test Block","2023-01-02 17:40:56","MESS-CT-28-2023","2023-01-02 15:49:22","2023-01-02 15:49:22","-","82046","3","0","-","-","-"
"29-2023","972","2023-01-02 16:01:48","En proceso","292.735537","5700.0000000000","346","151","L15-1","SIN OV","SIN PO","Calibración/Medición de Equipo por Contratación Externa (Calibración/Medición de Equipo por Contratación Externa)","","MESS-SCT-4-2023","2023-01-02 10:04:55","2023-01-02 10:05:10","-","82047","1","58057","-","-","-"
"29-2023","972","2023-01-02 16:01:48","En proceso","195.157024","3800.0000000000","346","151","L15-1","SIN OV","SIN PO","Calibración/Medición de Equipo por Contratación Externa (Calibración/Medición de Equipo por Contratación Externa)","","MESS-SCT-4-2023","2023-01-02 10:04:55","2023-01-02 10:05:10","-","82047","2","58057","-","-","-"
"29-2023","972","2023-01-02 16:01:48","En proceso","616.285340","12000.0000000000","346","151","L15-1","SIN OV","SIN PO","Calibración/Medición de Equipo por Contratación Externa (Calibración/Medición de Equipo por Contratación Externa)","","MESS-SCT-4-2023","2023-01-02 10:04:55","2023-01-02 10:05:10","-","82047","1","58057","-","-","-"
"30-2023","2997","2023-01-02 16:31:56","En proceso","1090.000000","21223.9350000000","14","5","P2-238","SIN OV","SIN PO","Extended force probe module TP20","","MESS-CT-30-2023","2023-01-02 16:31:56","2023-01-02 16:31:56","-","82048","1","0","-","-","-"
"31-2023","677","2023-01-02 16:32:55","Ganadas","1341.000000","26111.2815000000","125","319","P29-199","990-2023","EP958039","SamplKwick Powder, 25lb [11.3kg]","2023-02-16 13:13:05","MESS-SCT-19-2023","2023-01-02 15:00:42","2023-01-02 15:35:12","-","82049","1","58076","-","-","-"
"31-2023","677","2023-01-02 16:32:55","Ganadas","409.000000","7963.8435000000","125","319","P29-202","990-2023","EP958039","SamplKwick Liquid, 2.5gal [9.5L]","2023-02-16 13:13:05","MESS-SCT-19-2023","2023-01-02 15:00:42","2023-01-02 15:35:12","-","82049","1","58076","-","-","-"
"38-2023","150","2023-01-03 08:57:48","Canceladas","56.444123","1100.0000000000","346","364","L15-1","SIN OV","SIN PO","Calibración/Medición de Equipo por Contratación Externa (Calibración/Medición de Equipo por Contratación Externa)","","MESS-CT-38-2023","2023-01-03 08:57:48","2023-01-03 08:57:48","-","82056","1","57393","-","-","-"
"13472-2022","1366","2022-11-07 12:53:27","Ganadas","122.949560","2400.0000000000","15","174","S13-20","223-2023","0070-2023-MESS","Revisión y diagnóstico de durómetro Rockwell de banco. Nota: El diagnóstico incluye hasta 2 horas de revisión.","2023-01-13 09:51:48","MESS-CT-13472-2022","2023-01-03 09:07:34","2023-01-03 09:07:34","-","80207","1","58096","-","-","-"
"13472-2022","1366","2022-11-07 12:53:27","Ganadas","61.474780","1200.0000000000","15","174","Sin registro","223-2023","0070-2023-MESS","Viáticos","2023-01-13 09:51:48","MESS-CT-13472-2022","2023-01-03 09:07:34","2023-01-03 09:07:34","-","80207","1","58096","-","-","-"
"15073-2022","899","2022-12-20 10:04:26","Ganadas","1800.000000","35560.2600000000","10","319","S1-187","450-2023","4500884006","Calibración de CMM Duramax, Opción Extendida. Servicio con Acreditación EMA.","2023-01-24 10:37:36","MESS-SCT-11494-2022","2022-12-19 14:37:24","2022-12-20 08:26:32","-","81808","1","57869","ZEISS","Contura G2","207549"
"15073-2022","899","2022-12-20 10:04:26","Ganadas","1800.000000","35560.2600000000","10","319","S1-187","450-2023","4500884006","Calibración de CMM Duramax, Opción Extendida. Servicio con Acreditación EMA.","2023-01-24 10:37:36","MESS-SCT-11494-2022","2022-12-19 14:37:24","2022-12-20 08:26:32","-","81808","1","57869","ZEISS","Espectrum III","732107720246"
"15073-2022","899","2022-12-20 10:04:26","Ganadas","1800.000000","35560.2600000000","10","319","S1-187","450-2023","4500884006","Calibración de CMM Duramax, Opción Extendida. Servicio con Acreditación EMA.","2023-01-24 10:37:36","MESS-SCT-11494-2022","2022-12-19 14:37:24","2022-12-20 08:26:32","-","81808","1","57869","ZEISS","Duramax","145690"
"15073-2022","899","2022-12-20 10:04:26","Ganadas","1800.000000","35560.2600000000","10","319","S1-187","450-2023","4500884006","Calibración de CMM Duramax, Opción Extendida. Servicio con Acreditación EMA.","2023-01-24 10:37:36","MESS-SCT-11494-2022","2022-12-19 14:37:24","2022-12-20 08:26:32","-","81808","1","57869","ZEISS","Espectrum III","732107720246"
"15073-2022","899","2022-12-20 10:04:26","Ganadas","1800.000000","35560.2600000000","10","319","S1-187","450-2023","4500884006","Calibración de CMM Duramax, Opción Extendida. Servicio con Acreditación EMA.","2023-01-24 10:37:36","MESS-SCT-11494-2022","2022-12-19 14:37:24","2022-12-20 08:26:32","-","81808","1","57869","ZEISS","Contura G2","207549"
"15073-2022","899","2022-12-20 10:04:26","Ganadas","1800.000000","35560.2600000000","10","319","S1-187","450-2023","4500884006","Calibración de CMM Duramax, Opción Extendida. Servicio con Acreditación EMA.","2023-01-24 10:37:36","MESS-SCT-11494-2022","2022-12-19 14:37:24","2022-12-20 08:26:32","-","81808","1","57869","ZEISS","Duramax","190631"
"15073-2022","899","2022-12-20 10:04:26","Ganadas","1800.000000","35560.2600000000","10","319","S1-187","450-2023","4500884006","Calibración de CMM Duramax, Opción Extendida. Servicio con Acreditación EMA.","2023-01-24 10:37:36","MESS-SCT-11494-2022","2022-12-19 14:37:24","2022-12-20 08:26:32","-","81808","1","57869","ZEISS","Duramax","145690"
"15073-2022","899","2022-12-20 10:04:26","Ganadas","1800.000000","35560.2600000000","10","319","S1-187","450-2023","4500884006","Calibración de CMM Duramax, Opción Extendida. Servicio con Acreditación EMA.","2023-01-24 10:37:36","MESS-SCT-11494-2022","2022-12-19 14:37:24","2022-12-20 08:26:32","-","81808","1","57869","JENOPTIK","Waveline W812RC","360344"
"15073-2022","899","2022-12-20 10:04:26","Ganadas","1800.000000","35560.2600000000","10","319","S1-187","450-2023","4500884006","Calibración de CMM Duramax, Opción Extendida. Servicio con Acreditación EMA.","2023-01-24 10:37:36","MESS-SCT-11494-2022","2022-12-19 14:37:24","2022-12-20 08:26:32","-","81808","1","57869","ZEISS","Duramax","190610"
"15073-2022","899","2022-12-20 10:04:26","Ganadas","1800.000000","35560.2600000000","10","319","S1-187","450-2023","4500884006","Calibración de CMM Duramax, Opción Extendida. Servicio con Acreditación EMA.","2023-01-24 10:37:36","MESS-SCT-11494-2022","2022-12-19 14:37:24","2022-12-20 08:26:32","-","81808","1","57869","ZEISS","Duramax","145690"
"15073-2022","899","2022-12-20 10:04:26","Ganadas","1800.000000","35560.2600000000","10","319","S1-187","450-2023","4500884006","Calibración de CMM Duramax, Opción Extendida. Servicio con Acreditación EMA.","2023-01-24 10:37:36","MESS-SCT-11494-2022","2022-12-19 14:37:24","2022-12-20 08:26:32","-","81808","1","57869","-","-","-"
"15073-2022","899","2022-12-20 10:04:26","Ganadas","1800.000000","35560.2600000000","10","319","S1-187","450-2023","4500884006","Calibración de CMM Duramax, Opción Extendida. Servicio con Acreditación EMA.","2023-01-24 10:37:36","MESS-SCT-11494-2022","2022-12-19 14:37:24","2022-12-20 08:26:32","-","81808","1","57869","-","-","-"
"15073-2022","899","2022-12-20 10:04:26","Ganadas","3500.000000","69144.9500000000","10","319","S1-250","450-2023","4500884006","Calibración de CMM Contura G2, Opción Extendida. Servicio con Acreditación EMA.","2023-01-24 10:37:36","MESS-SCT-11494-2022","2022-12-19 14:37:24","2022-12-20 08:26:32","-","81808","1","57869","-","-","-"
"15073-2022","899","2022-12-20 10:04:26","Ganadas","2700.000000","53340.3900000000","10","319","S1-193","450-2023","4500884006","Calibración de CMM Spectrum, Opción Extendida. Servicio con Acreditación EMA.","2023-01-24 10:37:36","MESS-SCT-11494-2022","2022-12-19 14:37:24","2022-12-20 08:26:32","-","81808","1","57869","-","-","-"
"15073-2022","899","2022-12-20 10:04:26","Ganadas","1400.000000","27657.9800000000","10","319","S3-289","450-2023","4500884006","Calibración de Rugosímetro. Servicio con acreditación EMA.","2023-01-24 10:37:36","MESS-SCT-11494-2022","2022-12-19 14:37:24","2022-12-20 08:26:32","-","81808","1","57869","-","-","-"
"39-2023","2945","2023-01-03 09:55:54","Ganadas","41.050271","800.0000000000","346","159","L2-13","265-2023","MEXPO006351","Calibración de indicador de vástago recto mayor a 25.4 mm a 101.6 mm (carátula o digital).Resolución hasta 0.001 mm. Servicio con acreditación ema. Incertidumbre mínima declarada U = ± (1.1 + 0.0020*L), L en mm","2023-01-16 16:16:50","MESS-SCT-31-2023","2023-01-03 08:57:19","2023-01-03 09:42:05","-","82057","1","58092","Microtech Gefell","Sin referencia","19G670"
